date,away_team,home_team,away_team_score,home_team_score
20190308,OKC,LAC,110,118
20190309,SAC,NYK,102,94
20190309,BKN,ATL,114,112
20190309,WAS,MIN,130,135
20190309,BOS,LAL,120,107
20190309,CHA,MIL,114,131
20190309,PHX,POR,120,127
20190310,CHI,DET,108,131
20190310,TOR,MIA,125,104
20190310,IND,PHI,89,106
20190310,NOP,ATL,116,128
20190310,ORL,MEM,97,105
20190310,HOU,DAL,94,93
20190310,NYK,MIN,92,103
20190310,MIL,SAS,114,121
20190310,PHX,GSW,115,111
20190311,TOR,CLE,101,126
20190311,SAC,WAS,115,121
20190311,DET,BKN,75,103
20190311,CHA,HOU,106,118
20190311,OKC,UTA,98,89
20190311,BOS,LAC,115,140
20190312,NYK,IND,98,103
20190312,CLE,PHI,99,106
20190312,LAL,CHI,123,107
20190312,MIL,NOP,130,113
20190312,SAS,DAL,112,105
20190312,MIN,DEN,107,133
20190312,POR,LAC,125,104
20190313,ORL,WAS,90,100
20190313,BKN,OKC,96,108
20190313,DET,MIA,74,108
20190313,MEM,ATL,111,132
20190313,GSW,HOU,106,104
20190313,UTA,PHX,114,97
20190314,OKC,IND,106,108
20190314,CLE,ORL,91,120
20190314,SAC,BOS,120,126
20190314,LAL,TOR,98,111
20190314,MIN,UTA,100,120
20190314,DAL,DEN,99,100
20190315,LAL,DET,97,111
20190315,SAC,PHI,114,123
20190315,CHA,WAS,116,110
20190315,MIL,MIA,113,98
20190315,PHX,HOU,102,108
20190315,POR,NOP,122,110
20190315,NYK,SAS,83,109
20190315,CHI,LAC,121,128
20190316,ATL,BOS,120,129
20190316,MEM,WAS,128,135
20190316,PHX,NOP,138,136
20190316,CLE,DAL,116,121
20190316,GSW,OKC,110,88
20190316,POR,SAS,103,108
20190316,IND,DEN,100,102
20190316,BKN,UTA,98,114
20190317,LAL,NYK,123,124
20190317,CHA,MIA,75,93
20190317,PHI,MIL,130,125
20190317,TOR,DET,107,110
20190317,ATL,ORL,91,101
20190317,CHI,SAC,102,129
20190317,MIN,HOU,102,117
20190317,BKN,LAC,116,119
20190318,DET,CLE,119,126
20190318,UTA,WAS,116,95
20190318,DEN,BOS,114,105
20190318,NYK,TOR,92,128
20190318,MIA,OKC,116,107
20190318,GSW,SAS,105,111
20190318,NOP,DAL,129,125
20190318,CHI,PHX,116,101
20190318,IND,POR,98,106
20190319,PHI,CHA,118,114
20190319,HOU,ATL,121,105
20190319,LAL,MIL,101,115
20190319,GSW,MIN,117,107
20190319,BKN,SAC,123,121
20190319,IND,LAC,109,115
20190320,MIL,CLE,102,107
20190320,NOP,ORL,96,119
20190320,BOS,PHI,115,118
20190320,UTA,NYK,137,116
20190320,WAS,CHI,120,126
20190320,HOU,MEM,125,126
20190320,MIA,SAS,110,105
20190320,TOR,OKC,123,114
20190320,DAL,POR,118,126
20190321,MIN,CHA,106,113
20190321,DEN,WAS,113,108
20190321,UTA,ATL,114,117
20190321,DET,PHX,118,98
20190321,DAL,SAC,100,116
20190321,IND,GSW,89,112
20190322,MEM,ORL,119,123
20190322,LAC,CLE,110,108
20190322,DEN,NYK,111,93
20190322,OKC,TOR,116,109
20190322,SAS,HOU,105,111
20190322,MIA,MIL,87,116
20190322,BKN,LAL,111,106
20190323,BOS,CHA,117,124
20190323,MIA,WAS,113,108
20190323,PHI,ATL,127,129
20190323,UTA,CHI,114,83
20190323,MIN,MEM,112,99
20190323,DAL,GSW,126,91
20190323,DET,POR,112,117
20190323,PHX,SAC,103,112
20190324,LAC,NYK,124,113
20190324,CLE,MIL,105,127
20190324,DEN,IND,88,124
20190324,CHA,TOR,115,114
20190324,HOU,NOP,113,90
20190324,SAS,BOS,115,96
20190324,DET,GSW,114,121
20190324,SAC,LAL,106,111
20190325,PHI,ORL,98,119
20190325,OKC,MEM,103,115
20190325,PHX,UTA,92,125
20190325,BKN,POR,144,148
20190326,SAS,CHA,116,125
20190326,BOS,CLE,116,106
20190326,ORL,MIA,104,99
20190326,CHI,TOR,103,112
20190326,HOU,MIL,94,108
20190326,LAC,MIN,122,111
20190326,ATL,NOP,130,120
20190326,SAC,DAL,125,121
20190326,DET,DEN,92,95
20190326,WAS,LAL,106,124
20190327,POR,CHI,118,98
20190327,GSW,MEM,118,103
20190327,IND,OKC,99,107
20190327,WAS,PHX,124,121
20190327,LAL,UTA,100,115
20190328,ORL,DET,98,115
20190328,BKN,PHI,110,123
20190328,DAL,MIA,99,105
20190328,TOR,NYK,117,92
20190328,DEN,HOU,85,112
20190328,LAC,MIL,118,128
20190328,SAC,NOP,118,121
20190328,CLE,SAS,110,116
20190329,IND,BOS,112,114
20190329,POR,ATL,118,98
20190329,GSW,MIN,130,131
20190329,DEN,OKC,115,105
20190329,WAS,UTA,124,128
20190329,CHA,LAL,115,129
20190330,CLE,LAC,108,132
20190330,BOS,BKN,96,110
20190330,SAC,HOU,108,119
20190330,POR,DET,90,99
20190330,ORL,IND,121,116
20190330,MIA,NYK,100,92
20190330,TOR,CHI,124,101
20190330,PHI,MIN,118,109
20190330,MEM,PHX,120,115
20190331,MIL,ATL,135,136
20190331,DAL,OKC,106,103
20190331,LAL,NOP,130,102
20190331,SAC,SAS,113,106
20190331,WAS,DEN,95,90
20190331,CHA,GSW,90,137
20190331,MEM,LAC,96,113
20190401,DET,IND,102,111
20190401,MIA,BOS,105,110
20190401,MIL,BKN,131,121
20190401,CHI,NYK,105,113
20190401,ORL,TOR,109,121
20190401,POR,MIN,132,122
20190401,PHI,DAL,102,122
20190401,CHA,UTA,102,111
20190401,CLE,PHX,113,122
20190402,LAL,OKC,103,119
20190402,ATL,SAS,111,117
20190402,HOU,SAC,130,105
20190402,DEN,GSW,102,116
20190403,IND,DET,108,89
20190403,NYK,ORL,100,114
20190403,CHI,WAS,115,114
20190403,PHI,ATL,122,130
20190403,TOR,BKN,115,105
20190403,BOS,MIA,112,102
20190403,CHA,NOP,115,109
20190403,MIN,DAL,110,108
20190403,SAS,DEN,85,113
20190403,UTA,PHX,118,97
20190403,MEM,POR,89,116
20190403,HOU,LAC,135,103
20190404,MIL,PHI,128,122
20190404,CLE,SAC,104,117
20190404,GSW,LAL,108,90
20190405,TOR,CHA,111,113
20190405,ATL,ORL,113,149
20190405,SAS,WAS,129,112
20190405,BOS,IND,117,97
20190405,NYK,HOU,96,120
20190405,MIA,MIN,109,111
20190405,DET,OKC,110,123
20190405,MEM,DAL,122,112
20190405,SAC,UTA,98,119
20190405,NOP,PHX,126,133
20190405,POR,DEN,110,119
20190405,CLE,GSW,114,120
20190405,LAL,LAC,122,117
20190406,BKN,MIL,133,128
20190406,PHI,CHI,116,96
20190407,MIA,TOR,109,117
20190407,SAS,CLE,112,90
20190407,OKC,MIN,132,126
20190407,CHA,DET,104,91
20190407,BKN,IND,108,96
20190407,DAL,MEM,129,127
20190407,PHX,HOU,113,149
20190407,ATL,MIL,107,115
20190407,ORL,BOS,116,108
20190407,WAS,NYK,110,113
20190407,LAC,GSW,104,131
20190407,DEN,POR,108,115
20190407,NOP,SAC,133,129
20190407,UTA,LAL,109,113
20190409,CHA,CLE,124,97
20190409,MEM,DET,93,100
20190409,BOS,WAS,116,110
20190409,PHI,MIA,99,122
20190409,NYK,CHI,96,86
20190409,TOR,MIN,120,100
20190409,GSW,NOP,112,103
20190409,PHX,DAL,109,120
20190409,DEN,UTA,108,118
20190409,HOU,OKC,111,112
20190409,POR,LAL,104,101
20190410,IND,ATL,135,134
20190410,MIA,BKN,94,113
20190410,ORL,CHA,122,114
20190410,DET,NYK,115,89
20190410,CHI,PHI,109,125
20190410,GSW,MEM,117,132
20190410,OKC,MIL,127,116
20190410,DAL,SAS,94,105
20190410,MIN,DEN,95,99
20190410,UTA,LAC,137,143
20190410,SAC,POR,131,136
20190413,BKN,PHI,111,102
20190413,ORL,TOR,104,101
20190413,LAC,GSW,104,121
20190413,SAS,DEN,101,96
20190414,IND,BOS,74,84
20190414,OKC,POR,99,104
20190414,DET,MIL,86,121
20190414,UTA,HOU,90,122
20190415,BKN,PHI,123,145
20190415,LAC,GSW,135,131
20190416,ORL,TOR,82,111
20190416,SAS,DEN,105,114
20190416,OKC,POR,94,114
20190417,IND,BOS,91,99
20190417,DET,MIL,99,120
20190417,UTA,HOU,98,118
20190418,PHI,BKN,131,115
20190418,DEN,SAS,108,118
20190418,GSW,LAC,132,105
20190419,TOR,ORL,98,93
20190419,BOS,IND,104,96
20190419,POR,OKC,108,120
20190420,PHI,BKN,112,108
20190420,DEN,SAS,117,103
20190420,MIL,DET,119,103
20190420,HOU,UTA,104,101
20190421,BOS,IND,110,106
20190421,GSW,LAC,113,105
20190421,TOR,ORL,107,85
20190421,POR,OKC,111,98
20190422,MIL,DET,127,104
20190422,HOU,UTA,91,107
20190423,ORL,TOR,96,115
20190423,BKN,PHI,100,122
20190423,SAS,DEN,90,108
20190423,OKC,POR,115,118
20190424,UTA,HOU,93,100
20190424,LAC,GSW,129,121
20190425,DEN,SAS,103,120
20190426,GSW,LAC,129,110
20190427,PHI,TOR,95,108
20190427,SAS,DEN,86,90
20190428,BOS,MIL,112,90
20190428,HOU,GSW,100,104
20190429,PHI,TOR,94,89
20190429,POR,DEN,113,121
20190430,BOS,MIL,102,123
20190430,HOU,GSW,109,115
20190501,POR,DEN,97,90
20190502,TOR,PHI,95,116
20190504,GSW,HOU,121,126
20190506,MIL,BOS,113,101
20190506,GSW,HOU,108,112
20190507,PHI,TOR,89,125
20190507,POR,DEN,98,124
20190508,BOS,MIL,91,116
20190508,HOU,GSW,99,104
20190509,TOR,PHI,101,112
20190509,DEN,POR,108,119
20190510,GSW,HOU,118,113
20190512,POR,DEN,100,96
20190512,PHI,TOR,90,92
20190514,POR,GSW,94,116
20190515,TOR,MIL,100,108
20190516,POR,GSW,111,114
20190517,TOR,MIL,103,125
20190518,GSW,POR,110,99
20190519,MIL,TOR,112,118
20190520,GSW,POR,119,117
20190521,MIL,TOR,102,120
20190523,TOR,MIL,105,99
20190525,MIL,TOR,94,100
20190530,GSW,TOR,109,118
20190602,GSW,TOR,109,104
